Avg supply int min,Cost,Expected Burst/year,Expected Int to Supply Prop min,Expected Leakage l/d,Expected Leakage l/h,Ref,burst_points,leakage_points,supply_points,total_points
0.0,29155.586314446617,44.59106781521412,0.0,37954.19548643244,1581.424811934685,49855.0,0.7284017430842697,0.8555142967620539,0.0,1.7132005564378986e-05
3.7265288445595965,169179.71582931388,183.21184093213355,7453057.689119193,142361.66599960063,5931.736083316693,62493.0,3.014752253851841,3.2366219783006978,1.647977330611905,1.5210391738853262e-05
0.07150191105469489,25898.498070139933,23.366637599573494,143003.8221093898,21904.14478368043,912.672699320018,7627.0,0.39645019282186855,0.5146526310508946,0.03215000906711347,1.1507924985512052e-05
55.82127714435564,912052.8865745981,17.570436620823305,111642554.28871128,16078.499143468489,669.937464311187,11689.0,0.29929547266176015,0.3797294515952938,25.10746505951053,9.889498670245923e-06
1.3797239223818178,112406.47786054511,69.15909385372521,2759447.8447636357,45985.24798255896,1916.05199927329,80777.0,1.1815950443603274,1.0901834662112573,0.8286225770130681,1.0214583630973759e-05
0.0005047980218320599,2490.903575426453,1.4022167273112776,1009.5960436641199,1177.1771794375763,49.049049143232345,55899.0,0.02424357547224788,0.028215223607246164,0.0003057003012795815,1.0309133321367947e-05
0.05196695314327792,24086.052464834498,12.83134645513035,103933.90628655584,12144.18299038144,506.0076245992267,47170.0,0.2219008979026388,0.2911605419934144,0.031470729103655296,1.0251759723124048e-05
0.346087438799368,125447.75366311132,74.42740619341247,692174.877598736,51038.775857903835,2126.615660745993,12281.0,1.2899844833217948,1.227243680969414,0.2096534841121395,1.0103177242950854e-05
0.7963545947389723,60697.41484534748,32.3721379975192,1592709.1894779445,29143.519362704817,1214.3133067793674,68620.0,0.5684100725110479,0.7094721919725541,0.48343067781268956,1.018829469821608e-05
0.06645271760749988,21209.817835087906,10.255049013503067,132905.43521499974,8908.01032811062,371.1670970046092,75803.0,0.18109386537590774,0.2184068596829692,0.040536389732126234,9.154270156495928e-06
0.14789139609418844,25433.940770857957,13.145901875038973,295782.7921883769,8695.930994700962,362.3304581125401,51904.0,0.23256458352298376,0.21367377051003586,0.09025085235494751,8.884720928473266e-06
0.0019341171595685578,3933.9758547747165,2.014705374550581,3868.2343191371156,1369.459464875752,57.06081103648967,45142.0,0.03572530361436816,0.03372199634960561,0.0011813628591963025,8.904042451973748e-06
1.1048938169898077,101295.0649032356,50.799715723669316,2209787.6339796153,30291.206250814575,1262.1335937839406,61885.0,0.9011163010749794,0.7461517134698598,0.6748794573127064,8.363922513412722e-06
0.005575824016755407,7569.674519210263,3.260715799272168,11151.648033510814,2659.4378385363348,110.80990993901395,34996.0,0.058366513208193395,0.06600138695064685,0.0034289063428138912,8.058362730832907e-06
0.003102081962930127,3914.7126935213664,1.723378868294515,6204.1639258602545,1015.4065754596318,42.30860731081799,2549.0,0.030866339002026393,0.025216797140531544,0.0019077204056846386,7.387634964416795e-06
0.09088847970486486,33612.30255066799,11.016785418771498,181776.95940972972,10555.886147099463,439.8285894624776,23612.0,0.19737553502060462,0.2622129760316501,0.055895723356930445,6.536340815875238e-06
0.048866472733952754,18329.42560816314,7.021044933039189,97732.9454679055,4325.767230629794,180.2403012762414,59953.0,0.1260370473045367,0.10773650944440326,0.030069316319264437,6.534187119037807e-06
0.04631021049569833,23354.772109091788,8.16758562534362,92620.42099139665,6432.676258549871,268.028177439578,50430.0,0.14680399734087404,0.16038346621764402,0.028504926514468128,6.4847382161543706e-06
0.003585734959433186,30563.2876893729,9.960374887314405,7171.469918866372,8475.811010956639,353.1587921231933,84540.0,0.17929075655467863,0.21166364001997515,0.0022077259838424474,6.227570643854443e-06
0.34841241295259084,66581.31155190016,20.374994909508235,696824.8259051817,18913.050598679794,788.0437749449915,54657.0,0.3674168528046187,0.4733112183738245,0.21452118688504854,6.058764568951933e-06
0.004048694295061796,33718.02723353523,11.246373041838323,8097.388590123593,7734.3074494874045,322.2628103953085,96489.0,0.2035507273260263,0.1944764822071103,0.0024981827886866063,5.946291909314793e-06
0.013121115556585848,19675.254623954705,6.338703167432777,26242.231113171696,4791.101388591329,199.62922452463872,69823.0,0.11495966748162477,0.12070532859859145,0.008096379119123316,5.940819367373389e-06
0.10638305945774448,41483.47820296663,11.703306871038999,212766.11891548897,11109.889353560779,462.91205639836573,75294.0,0.21249720766555677,0.28023691808025386,0.06564893958068137,5.669175933181776e-06
0.5410556776983457,115914.73825237152,33.092090379103716,1082111.3553966915,27725.908242200203,1155.2461767583418,86687.0,0.6021333503365872,0.7013263527257775,0.33410455876652295,5.479433793224717e-06
0.007238742287961209,13392.200619176261,3.7121755322877994,14477.484575922417,3245.980016003119,135.2491673334633,15292.0,0.06795476593072321,0.08268691150627805,0.004484943589724325,5.435076270885366e-06
0.0021020186954599693,16003.68520890122,4.379205615541603,4204.037390919939,3835.424637137263,159.80935988071928,41812.0,0.080219874477224,0.09778306267947358,0.001302416598458167,5.371960046648289e-06
2.3984236573194386,202609.531849164,64.73478157407392,4796847.314638877,31577.9293897097,1315.747057904571,15967.0,1.1867872130059653,0.805858341346151,1.4860892878359884,5.2431281905071676e-06
0.09037342949223238,147453.47439017423,37.655595621763496,180746.85898446478,33268.85308604042,1386.202211918351,29947.0,0.6986339284015818,0.8559075587442407,0.056841065197520434,5.083536989501108e-06
0.022389935852280354,65807.97621797219,18.658279876900295,44779.871704560705,10687.33158183747,445.30548257656125,11504.0,0.3486073436511526,0.27732656650010057,0.01409033186036307,4.953626951889851e-06
