pipe_number,cost_GBP,execution_time_sec
27,5269.200061,926.946
52,3552.654058,926.946
127,8605.382224,926.946
160,18935.07322,926.946
190,25358.75091,926.946
195,7484.150284,926.946
223,28437.55455,926.946
252,51519.40602,926.946
259,24251.31928,926.946
284,2867.530219,926.946
490,3218.100588,926.946
493,6901.537428,926.946
506,84825.7298,926.946
516,11058.23487,926.946
590,69503.83445,926.946
599,5355.567672,926.946
638,204085.2476,926.946
679,34857.35811,926.946
781,14219.54695,926.946
834,12284.19248,926.946
846,16959.64554,926.946
993,32493.01677,926.946
1009,7781.825407,926.946
1043,9310.002851,926.946
1092,5706.301886,926.946
1175,15197.83141,926.946
1187,27444.32136,926.946
1217,90257.46164,926.946
1224,41833.29,926.946
1228,29204.80142,926.946
1238,63599.7818,926.946
1306,32846.00509,926.946
1314,54775.67102,926.946
1387,18779.06771,926.946
1422,23958.22802,926.946
1585,7751.02089,926.946
1672,4921.458796,926.946
1691,25197.23422,926.946
1709,7749.75877,926.946
1719,54130.0699,926.946
1834,25850.63473,926.946
1863,163769.6987,926.946
1868,29059.95037,926.946
1918,14315.04708,926.946
1945,30190.91842,926.946
2013,16895.33986,926.946
2069,4843.535234,926.946
2151,50075.24884,926.946
2179,19932.70409,926.946
2201,186403.9064,926.946
2237,32973.75303,926.946
2319,443178.5862,926.946
2323,39586.31449,926.946
2330,9445.567618,926.946
2370,122780.3107,926.946
2382,6121.783913,926.946
2390,9149.117455,926.946
2423,10111.0218,926.946
2460,86305.8759,926.946
2549,3914.712694,926.946
2551,33286.68855,926.946
2588,9705.955791,926.946
2608,318753.0752,926.946
2609,10047.23783,926.946
2663,5953.7096,926.946
2673,33157.14367,926.946
2773,8453.959875,926.946
2792,20142.51361,926.946
2798,26041.069,926.946
2874,7121.461471,926.946
2993,52320.64387,926.946
3016,122970.5182,926.946
3072,5226.56243,926.946
3087,109969.3273,926.946
3139,45107.28383,926.946
3263,67886.13988,926.946
3278,58870.93227,926.946
3289,13752.60093,926.946
3297,46522.18911,926.946
3302,9210.133746,926.946
3532,5392.481112,926.946
3556,7983.225514,926.946
3622,19206.25638,926.946
3628,9835.519242,926.946
3633,1776.75964,926.946
3713,21097.17193,926.946
3821,58192.37244,926.946
3874,11864.349,926.946
3954,16954.39586,926.946
3982,9690.343496,926.946
3989,18704.19319,926.946
