pipe_number,cost_GBP,execution_time_sec
52,3552.654058,296.979
127,8605.382224,296.979
195,7484.150284,296.979
223,28437.55455,296.979
252,51519.40602,296.979
259,24251.31928,296.979
490,3218.100588,296.979
493,6901.537428,296.979
506,84825.7298,296.979
590,69503.83445,296.979
599,5355.567672,296.979
679,34857.35811,296.979
846,16959.64554,296.979
993,32493.01677,296.979
1187,27444.32136,296.979
1238,63599.7818,296.979
1314,54775.67102,296.979
1422,23958.22802,296.979
1585,7751.02089,296.979
1672,4921.458796,296.979
1691,25197.23422,296.979
1709,7749.75877,296.979
1719,54130.0699,296.979
1834,25850.63473,296.979
1868,29059.95037,296.979
1918,14315.04708,296.979
1945,30190.91842,296.979
2013,16895.33986,296.979
2069,4843.535234,296.979
2151,50075.24884,296.979
2179,19932.70409,296.979
2237,32973.75303,296.979
2370,122780.3107,296.979
2382,6121.783913,296.979
2460,86305.8759,296.979
2549,3914.712694,296.979
2588,9705.955791,296.979
2608,318753.0752,296.979
2609,10047.23783,296.979
2673,33157.14367,296.979
2773,8453.959875,296.979
2798,26041.069,296.979
2874,7121.461471,296.979
3016,122970.5182,296.979
3263,67886.13988,296.979
3297,46522.18911,296.979
3532,5392.481112,296.979
3628,9835.519242,296.979
3633,1776.75964,296.979
3713,21097.17193,296.979
3821,58192.37244,296.979
3982,9690.343496,296.979
3989,18704.19319,296.979
4127,5438.193761,296.979
4144,49541.69873,296.979
4229,12833.01676,296.979
4322,8457.051589,296.979
4683,23880.3895,296.979
4692,62149.2065,296.979
4698,2568.154586,296.979
4715,158924.5276,296.979
5025,23408.03941,296.979
5068,25153.85209,296.979
5181,10012.2639,296.979
5239,31369.49862,296.979
5271,30032.66098,296.979
5290,1478.514495,296.979
5374,73897.36929,296.979
5405,127107.2796,296.979
5515,9863.845902,296.979
5648,45255.95257,296.979
5743,5365.953506,296.979
5749,27090.17919,296.979
5915,13789.82532,296.979
5985,124221.3325,296.979
6116,8314.877455,296.979
6145,21781.54807,296.979
6401,61452.52431,296.979
6495,13710.14591,296.979
6519,7941.172159,296.979
6601,11128.61196,296.979
6736,37478.23859,296.979
7097,138309.5045,296.979
7174,34413.7199,296.979
7245,7225.408923,296.979
7354,61513.60141,296.979
7412,34714.0185,296.979
7426,6057.209659,296.979
7547,6594.440724,296.979
7555,104744.249,296.979
7627,25898.49807,296.979
7698,9346.20249,296.979
7771,54367.50353,296.979
8026,7858.65605,296.979
8041,8858.560102,296.979
8145,17874.70258,296.979
8160,7708.96379,296.979
8469,13944.89401,296.979
8485,12418.80294,296.979
8486,41290.32601,296.979
8590,14027.72524,296.979
8640,120087.5565,296.979
8657,46035.22368,296.979
8739,101258.6385,296.979
8748,8610.106632,296.979
8771,21722.75317,296.979
8779,3820.570843,296.979
8902,8899.314584,296.979
8909,182367.4276,296.979
9135,38702.1741,296.979
9405,16630.97537,296.979
9493,24660.92339,296.979
9593,18676.82568,296.979
9758,3180.287115,296.979
9798,47583.5731,296.979
9835,13983.28861,296.979
9989,4562.29018,296.979
10090,41955.60513,296.979
10246,10371.07835,296.979
10252,31194.60497,296.979
10290,4613.805186,296.979
10296,25639.01973,296.979
10338,6783.644889,296.979
10353,27255.13917,296.979
10370,14447.69551,296.979
10404,36295.26199,296.979
10476,9212.210672,296.979
10579,11531.92348,296.979
10877,14474.41581,296.979
10893,2762.119298,296.979
10929,22297.70425,296.979
10944,22742.65725,296.979
11068,73861.75161,296.979
11168,35168.59758,296.979
11273,4864.695535,296.979
11307,16617.31243,296.979
11504,65807.97622,296.979
11553,14653.01102,296.979
11623,76742.35324,296.979
11689,912052.8866,296.979
11714,13269.38475,296.979
11881,95078.97019,296.979
11921,5198.877099,296.979
11931,55314.88243,296.979
12043,92416.22326,296.979
12123,15152.96856,296.979
12281,125447.7537,296.979
12315,8172.433265,296.979
12429,59772.69408,296.979
12541,6928.945603,296.979
12620,3705.121653,296.979
12710,12781.48173,296.979
12849,112918.041,296.979
12957,4325.639536,296.979
13039,11541.32024,296.979
13049,183399.3258,296.979
13255,9217.002338,296.979
13309,6305.664572,296.979
13320,39839.58939,296.979
13398,14545.55284,296.979
13445,14429.95846,296.979
13662,94755.85263,296.979
13755,34883.26475,296.979
13768,53261.36548,296.979
13921,25388.99355,296.979
14348,7803.090385,296.979
14518,14589.93965,296.979
15094,25093.00934,296.979
15098,7726.70548,296.979
15292,13392.20062,296.979
15326,58554.21233,296.979
15381,17522.5751,296.979
15430,16520.94851,296.979
15481,12452.348,296.979
15555,4680.755986,296.979
15695,10939.19123,296.979
15759,28429.27076,296.979
15834,29100.38617,296.979
15967,202609.5318,296.979
16079,47413.90694,296.979
16182,32485.62879,296.979
16323,1520.66929,296.979
16337,13762.58645,296.979
16374,29815.26391,296.979
16388,7113.387377,296.979
16686,74379.88735,296.979
16832,10501.8741,296.979
16901,5734.867745,296.979
17178,198484.5318,296.979
17269,53656.24911,296.979
17415,15495.10698,296.979
17468,24011.39825,296.979
17485,16279.36761,296.979
17503,27097.77673,296.979
17550,25828.76359,296.979
17635,9720.360709,296.979
17658,6529.015065,296.979
17782,32931.20772,296.979
17843,4871.568305,296.979
17848,4812.215837,296.979
17885,10977.2578,296.979
17918,18855.57726,296.979
17958,20130.51411,296.979
17987,87685.13033,296.979
18098,5726.517125,296.979
18137,11809.52869,296.979
18227,7314.411576,296.979
18278,35006.69428,296.979
18344,18710.53848,296.979
18419,17589.84755,296.979
18504,13566.31987,296.979
18926,4017.28944,296.979
18940,46467.91496,296.979
18942,3402.517043,296.979
19056,36702.54624,296.979
19157,18545.42749,296.979
19176,5368.829804,296.979
19193,142568.8978,296.979
19231,34357.59874,296.979
19316,47319.18663,296.979
19442,13802.79538,296.979
19807,12045.57438,296.979
19859,3959.515168,296.979
19998,2954.352803,296.979
20103,71821.831,296.979
20304,62926.48338,296.979
20325,12022.84424,296.979
20338,16477.44122,296.979
20453,4379.293307,296.979
20488,3699.610229,296.979
20516,4112.679151,296.979
20825,35147.74289,296.979
20872,28673.75496,296.979
20994,18054.83602,296.979
21162,16714.47825,296.979
21298,7779.625645,296.979
21299,8563.356855,296.979
21422,24346.71565,296.979
21425,4074.73739,296.979
21521,16074.79702,296.979
21660,53274.18782,296.979
21733,187159.7248,296.979
22034,13188.88148,296.979
22047,77636.9807,296.979
22098,10920.16456,296.979
22183,7927.40236,296.979
22248,1539.583524,296.979
22265,56820.91981,296.979
22345,13989.54482,296.979
22348,43736.21313,296.979
22524,35590.0385,296.979
22528,34210.18281,296.979
22752,124022.0359,296.979
22953,12008.46549,296.979
22983,54822.38819,296.979
23006,9660.51154,296.979
23174,112753.7572,296.979
23270,6181.929522,296.979
23305,64155.3841,296.979
23311,31933.31679,296.979
23437,65939.00013,296.979
23464,8909.90706,296.979
23470,11994.04676,296.979
23612,33612.30255,296.979
23631,23645.76412,296.979
23692,30480.6218,296.979
23723,9670.903381,296.979
23783,37984.18132,296.979
23790,39708.2446,296.979
23882,40593.90203,296.979
23906,66517.64319,296.979
24002,22693.564,296.979
24056,11235.19347,296.979
24057,16193.42385,296.979
24243,20534.11306,296.979
24252,53379.9236,296.979
24279,68293.09826,296.979
24634,12121.07162,296.979
24713,14798.13682,296.979
24855,3791.330048,296.979
24974,14772.58537,296.979
24986,16405.75772,296.979
25031,2594.941238,296.979
25165,106483.4745,296.979
25183,71240.17758,296.979
25214,15514.81498,296.979
25219,11710.07897,296.979
25221,4914.141164,296.979
25304,26719.06997,296.979
25340,67568.05923,296.979
25412,84863.28597,296.979
25445,14229.1418,296.979
25463,13288.47521,296.979
25479,53405.28978,296.979
25481,20486.31637,296.979
25706,92735.11461,296.979
25731,52475.60583,296.979
25758,17286.52087,296.979
25900,42021.16544,296.979
26003,94187.2099,296.979
26007,25150.21325,296.979
26027,2407.354612,296.979
26058,47928.80707,296.979
26061,2925.10029,296.979
26180,89310.9457,296.979
26184,16484.12478,296.979
26264,20028.57856,296.979
26363,160611.4812,296.979
26393,9479.118036,296.979
26445,10516.9918,296.979
26539,12075.51251,296.979
26604,78882.58547,296.979
26775,26025.35008,296.979
26784,26130.00178,296.979
26790,64101.3101,296.979
26914,65330.68459,296.979
26933,144684.2778,296.979
27041,2477.91392,296.979
27059,11306.68383,296.979
27114,6989.702245,296.979
27263,160701.2955,296.979
27350,399819.7007,296.979
27548,32538.78558,296.979
27697,34601.49834,296.979
27766,37907.5543,296.979
27787,145516.6689,296.979
27849,3743.018063,296.979
27892,24283.22924,296.979
27940,12622.3801,296.979
28027,19004.29459,296.979
28083,35885.50067,296.979
28268,15787.88977,296.979
28270,2183.7491,296.979
28279,39723.54735,296.979
28345,3776.691993,296.979
28364,16917.89887,296.979
28463,3677.323785,296.979
28565,4032.635039,296.979
28635,5686.08356,296.979
28789,35726.32751,296.979
28872,21599.21608,296.979
29106,18006.05237,296.979
29192,31679.75748,296.979
29203,3475.216482,296.979
29232,25677.02978,296.979
29253,53820.66141,296.979
29324,13993.50418,296.979
29407,15251.28712,296.979
