pipe_number,cost_GBP,execution_time_sec
27,5269.200061,52.19
52,3552.654058,52.19
93,41526.80526,52.19
127,8605.382224,52.19
146,4823.095985,52.19
160,18935.07322,52.19
170,27660.72949,52.19
173,7639.425421,52.19
190,25358.75091,52.19
195,7484.150284,52.19
223,28437.55455,52.19
252,51519.40602,52.19
259,24251.31928,52.19
275,5902.080708,52.19
279,37206.60522,52.19
284,2867.530219,52.19
349,25097.27034,52.19
359,10489.562,52.19
443,51160.31781,52.19
472,93385.13855,52.19
490,3218.100588,52.19
493,6901.537428,52.19
506,84825.7298,52.19
516,11058.23487,52.19
546,32453.22641,52.19
590,69503.83445,52.19
599,5355.567672,52.19
638,204085.2476,52.19
679,34857.35811,52.19
699,4298.981556,52.19
759,16959.66004,52.19
781,14219.54695,52.19
834,12284.19248,52.19
846,16959.64554,52.19
885,7399.439583,52.19
985,6620.936794,52.19
993,32493.01677,52.19
1009,7781.825407,52.19
1043,9310.002851,52.19
1092,5706.301886,52.19
1175,15197.83141,52.19
1187,27444.32136,52.19
1217,90257.46164,52.19
1224,41833.29,52.19
1228,29204.80142,52.19
1238,63599.7818,52.19
1256,7693.09644,52.19
1266,2768.420765,52.19
1306,32846.00509,52.19
1314,54775.67102,52.19
1387,18779.06771,52.19
1422,23958.22802,52.19
1436,26840.87001,52.19
1454,9310.103072,52.19
1585,7751.02089,52.19
1672,4921.458796,52.19
1691,25197.23422,52.19
1709,7749.75877,52.19
1719,54130.0699,52.19
1834,25850.63473,52.19
1863,163769.6987,52.19
1868,29059.95037,52.19
1884,19852.00845,52.19
1918,14315.04708,52.19
1922,203837.3707,52.19
1945,30190.91842,52.19
1993,14284.39567,52.19
2013,16895.33986,52.19
2069,4843.535234,52.19
2103,91798.88001,52.19
2151,50075.24884,52.19
2169,111193.3976,52.19
2179,19932.70409,52.19
2201,186403.9064,52.19
2217,162573.6895,52.19
2237,32973.75303,52.19
2257,46044.14887,52.19
2319,443178.5862,52.19
2323,39586.31449,52.19
2324,22142.78746,52.19
2330,9445.567618,52.19
2355,85138.31492,52.19
2370,122780.3107,52.19
2378,129569.2287,52.19
2382,6121.783913,52.19
2390,9149.117455,52.19
2423,10111.0218,52.19
2454,13971.6011,52.19
2460,86305.8759,52.19
2495,42685.14231,52.19
2498,3300.811725,52.19
2500,28452.49435,52.19
2516,31749.18196,52.19
2549,3914.712694,52.19
2551,33286.68855,52.19
2586,13452.26882,52.19
2588,9705.955791,52.19
2608,318753.0752,52.19
2609,10047.23783,52.19
2663,5953.7096,52.19
2673,33157.14367,52.19
2736,15193.51071,52.19
2750,15801.22972,52.19
2759,26093.10251,52.19
2773,8453.959875,52.19
2792,20142.51361,52.19
2798,26041.069,52.19
2802,56932.10988,52.19
2874,7121.461471,52.19
2887,66010.35243,52.19
2888,29968.67779,52.19
2937,213945.9438,52.19
2941,17286.88261,52.19
2979,19551.30889,52.19
2993,52320.64387,52.19
3016,122970.5182,52.19
3050,35427.80822,52.19
3071,65892.83308,52.19
3072,5226.56243,52.19
3087,109969.3273,52.19
3121,24740.92888,52.19
3139,45107.28383,52.19
3153,5549.362753,52.19
3156,15559.2361,52.19
3211,31467.70126,52.19
3226,59370.37043,52.19
3263,67886.13988,52.19
3278,58870.93227,52.19
3289,13752.60093,52.19
3297,46522.18911,52.19
3302,9210.133746,52.19
3532,5392.481112,52.19
3556,7983.225514,52.19
3561,8849.580785,52.19
3622,19206.25638,52.19
3628,9835.519242,52.19
3633,1776.75964,52.19
3668,21718.44029,52.19
3713,21097.17193,52.19
3763,21092.13422,52.19
3790,27641.93731,52.19
3821,58192.37244,52.19
3874,11864.349,52.19
3923,4287.088569,52.19
3943,17022.21355,52.19
3954,16954.39586,52.19
3971,32448.72605,52.19
3982,9690.343496,52.19
3989,18704.19319,52.19
4025,163750.7172,52.19
4063,29328.57932,52.19
4102,91828.53986,52.19
4127,5438.193761,52.19
4130,11863.76376,52.19
4144,49541.69873,52.19
4155,7713.553426,52.19
4179,12408.73019,52.19
4190,14376.78064,52.19
4229,12833.01676,52.19
4322,8457.051589,52.19
4380,11853.83662,52.19
4383,3426.164222,52.19
4407,70927.70473,52.19
4473,25280.42817,52.19
4475,57223.39713,52.19
4595,2057.857709,52.19
4597,32889.82637,52.19
4608,163189.1453,52.19
4641,111598.2223,52.19
4683,23880.3895,52.19
4688,19050.03817,52.19
4692,62149.2065,52.19
4698,2568.154586,52.19
4700,742328.6062,52.19
4715,158924.5276,52.19
4780,54528.42362,52.19
4795,40551.89581,52.19
4805,31906.5641,52.19
4865,11747.40234,52.19
4867,189576.4902,52.19
4911,6460.608418,52.19
4931,25729.22664,52.19
4954,6432.796887,52.19
4963,24079.12741,52.19
4984,159036.4149,52.19
5025,23408.03941,52.19
5068,25153.85209,52.19
5140,9628.454188,52.19
5153,13434.11488,52.19
5154,67031.19051,52.19
5158,29739.66501,52.19
5181,10012.2639,52.19
5209,10662.82709,52.19
5239,31369.49862,52.19
5257,76020.70244,52.19
5271,30032.66098,52.19
5287,18222.12549,52.19
5290,1478.514495,52.19
5374,73897.36929,52.19
5389,37713.28366,52.19
5400,87012.6414,52.19
5405,127107.2796,52.19
5435,20735.37635,52.19
5463,7196.874907,52.19
5515,9863.845902,52.19
5518,29782.47144,52.19
5597,13661.39395,52.19
5648,45255.95257,52.19
5657,19652.68723,52.19
5681,11197.24197,52.19
5705,5790.444719,52.19
5727,10214.62505,52.19
5743,5365.953506,52.19
5749,27090.17919,52.19
5788,7382.7476,52.19
5812,18455.70253,52.19
5815,337127.7004,52.19
5831,5621.313171,52.19
5838,18730.74443,52.19
5909,26429.57359,52.19
5915,13789.82532,52.19
5952,103293.3517,52.19
5976,27943.1616,52.19
5985,124221.3325,52.19
5999,25504.28466,52.19
6001,91976.36482,52.19
6018,16955.70519,52.19
6084,14780.65172,52.19
6116,8314.877455,52.19
6130,15816.43308,52.19
6145,21781.54807,52.19
6190,21356.67053,52.19
6227,24508.08199,52.19
6344,5595.563166,52.19
6359,7276.254686,52.19
6365,16396.47002,52.19
6396,14928.6869,52.19
6401,61452.52431,52.19
6450,8120.240374,52.19
6479,27976.81259,52.19
6495,13710.14591,52.19
6519,7941.172159,52.19
6525,8518.48606,52.19
6537,78373.42513,52.19
6576,63748.28127,52.19
6601,11128.61196,52.19
6650,3428.432017,52.19
6686,21441.48045,52.19
6726,16298.5863,52.19
6732,107769.3139,52.19
6736,37478.23859,52.19
6757,56878.56397,52.19
6787,9923.785365,52.19
6859,72268.8058,52.19
6903,12263.76722,52.19
6921,1922.347039,52.19
6968,18970.45895,52.19
7008,5569.498773,52.19
7033,31991.55862,52.19
7074,88637.5538,52.19
7097,138309.5045,52.19
7137,11042.05874,52.19
7158,6280.477326,52.19
7174,34413.7199,52.19
7182,6960.022247,52.19
7204,18156.64329,52.19
7215,26772.57372,52.19
7245,7225.408923,52.19
7307,38562.11255,52.19
7312,7758.43089,52.19
7339,13746.06532,52.19
7351,57718.09131,52.19
7354,61513.60141,52.19
7393,10824.62278,52.19
7412,34714.0185,52.19
7415,20040.2741,52.19
7426,6057.209659,52.19
7430,4225.968246,52.19
7466,74250.01467,52.19
7511,9435.302368,52.19
7547,6594.440724,52.19
7555,104744.249,52.19
7627,25898.49807,52.19
7661,164017.4134,52.19
7698,9346.20249,52.19
7719,7331.484153,52.19
7771,54367.50353,52.19
7831,7726.810256,52.19
7835,23299.84802,52.19
7888,11788.07305,52.19
7951,23579.55657,52.19
7965,36217.46244,52.19
7981,19575.74609,52.19
8006,49972.49125,52.19
8026,7858.65605,52.19
8041,8858.560102,52.19
8055,230963.3139,52.19
8098,14528.2546,52.19
8113,20651.16887,52.19
8145,17874.70258,52.19
8160,7708.96379,52.19
8252,362223.5467,52.19
8257,15266.23744,52.19
8283,14163.8851,52.19
8325,132822.7427,52.19
8354,52285.74424,52.19
8389,7401.401468,52.19
8402,32046.48062,52.19
8453,11545.33303,52.19
8469,13944.89401,52.19
8485,12418.80294,52.19
8486,41290.32601,52.19
8503,11545.92981,52.19
8531,7706.905232,52.19
8567,168765.4854,52.19
8590,14027.72524,52.19
8622,15667.04575,52.19
8640,120087.5565,52.19
8657,46035.22368,52.19
8665,43341.17459,52.19
8677,4471.323048,52.19
8705,15271.33134,52.19
8739,101258.6385,52.19
8748,8610.106632,52.19
8756,6644.279761,52.19
8771,21722.75317,52.19
8779,3820.570843,52.19
8814,23620.59924,52.19
8819,15672.15119,52.19
8832,417570.7825,52.19
8838,85639.30053,52.19
8864,29999.0526,52.19
8892,42988.58878,52.19
8893,7704.439282,52.19
8900,84533.20249,52.19
8902,8899.314584,52.19
8909,182367.4276,52.19
8950,81116.6448,52.19
8971,27271.32446,52.19
8980,6590.550595,52.19
8984,12633.71211,52.19
9006,8951.354441,52.19
9093,47609.11739,52.19
9135,38702.1741,52.19
9248,7555.704686,52.19
9323,18881.81903,52.19
9369,5573.763933,52.19
9371,27144.44287,52.19
9375,1344.201473,52.19
9392,13143.59171,52.19
9405,16630.97537,52.19
9448,560212.0499,52.19
9449,6658.863322,52.19
9452,5263.678814,52.19
9455,17658.10241,52.19
9476,56596.18848,52.19
9493,24660.92339,52.19
9548,14768.51034,52.19
9553,30067.5963,52.19
9586,21626.18884,52.19
9593,18676.82568,52.19
9670,10155.41955,52.19
9675,6880.311883,52.19
9697,27237.31604,52.19
9728,18158.02921,52.19
9746,11183.62726,52.19
9758,3180.287115,52.19
9768,5647.954594,52.19
9798,47583.5731,52.19
9835,13983.28861,52.19
9865,14656.52196,52.19
9886,28872.45142,52.19
9933,1278.780638,52.19
9970,30445.78741,52.19
9989,4562.29018,52.19
10014,12963.78162,52.19
10090,41955.60513,52.19
10246,10371.07835,52.19
10252,31194.60497,52.19
10254,34422.76469,52.19
10286,61751.6796,52.19
10290,4613.805186,52.19
10296,25639.01973,52.19
10310,10896.01268,52.19
10338,6783.644889,52.19
10353,27255.13917,52.19
10363,96963.80184,52.19
10370,14447.69551,52.19
10374,14857.43973,52.19
10404,36295.26199,52.19
10437,5963.845306,52.19
10454,90750.39091,52.19
10476,9212.210672,52.19
10567,7624.330231,52.19
10579,11531.92348,52.19
10581,96146.86111,52.19
10603,48213.82599,52.19
10607,12556.35304,52.19
10679,4137.310373,52.19
10723,19914.89722,52.19
10804,8802.27026,52.19
10812,55208.03568,52.19
10822,5098.125938,52.19
10836,44529.30656,52.19
10838,17332.92646,52.19
10877,14474.41581,52.19
10880,60657.70408,52.19
10893,2762.119298,52.19
10929,22297.70425,52.19
10944,22742.65725,52.19
11045,26599.62847,52.19
11068,73861.75161,52.19
11107,34824.1905,52.19
11112,8862.345814,52.19
11117,700833.9179,52.19
11137,65528.62683,52.19
11162,8783.834143,52.19
11168,35168.59758,52.19
11197,23619.1836,52.19
11207,27402.90512,52.19
11208,60313.51111,52.19
11260,32498.75028,52.19
11273,4864.695535,52.19
11296,14853.56901,52.19
11307,16617.31243,52.19
11325,13777.5451,52.19
11345,20835.42298,52.19
11390,12307.03209,52.19
11401,67102.07293,52.19
11455,6878.073707,52.19
11459,7629.364495,52.19
11504,65807.97622,52.19
11541,91206.28392,52.19
11553,14653.01102,52.19
11567,37735.13707,52.19
11602,47624.26647,52.19
11609,36176.58351,52.19
11623,76742.35324,52.19
11663,18052.75366,52.19
11689,912052.8866,52.19
11714,13269.38475,52.19
11722,1337.690308,52.19
11729,16356.55991,52.19
11732,7721.865245,52.19
11743,27058.03914,52.19
11758,11867.38626,52.19
11762,306397.3828,52.19
11782,93502.31548,52.19
11807,107515.3445,52.19
11873,170611.1086,52.19
11881,95078.97019,52.19
11921,5198.877099,52.19
11928,45554.94082,52.19
11931,55314.88243,52.19
11987,94555.61799,52.19
12043,92416.22326,52.19
12061,16664.47302,52.19
12080,18970.96323,52.19
12103,15481.529,52.19
12123,15152.96856,52.19
12126,173848.3438,52.19
12194,76441.35071,52.19
12281,125447.7537,52.19
12315,8172.433265,52.19
12358,18313.17013,52.19
12373,53627.00183,52.19
12376,8788.974605,52.19
12379,10726.26352,52.19
12396,20611.92097,52.19
12398,11327.88565,52.19
12427,20186.85603,52.19
12428,34835.78002,52.19
12429,59772.69408,52.19
12541,6928.945603,52.19
12591,71509.32161,52.19
12599,143118.7416,52.19
12607,34161.77835,52.19
12620,3705.121653,52.19
12694,30044.87524,52.19
12695,13162.11946,52.19
12710,12781.48173,52.19
12807,22765.89693,52.19
12849,112918.041,52.19
12858,20554.94641,52.19
12957,4325.639536,52.19
12992,9726.545888,52.19
13001,532.8681739,52.19
13039,11541.32024,52.19
13049,183399.3258,52.19
13054,106681.4949,52.19
13093,21854.13351,52.19
13112,20664.38329,52.19
13180,306522.6225,52.19
13211,26585.07931,52.19
13255,9217.002338,52.19
13265,18898.87944,52.19
13266,17571.39594,52.19
13271,16676.58716,52.19
13285,25564.01025,52.19
13309,6305.664572,52.19
13315,21049.37702,52.19
13320,39839.58939,52.19
13340,51337.04927,52.19
13341,27990.23156,52.19
13356,27660.03512,52.19
13359,41295.50092,52.19
13398,14545.55284,52.19
13411,102492.9335,52.19
13445,14429.95846,52.19
13467,12416.67291,52.19
13475,16122.12891,52.19
13554,65521.69635,52.19
13642,18571.91171,52.19
13648,12716.72198,52.19
13662,94755.85263,52.19
13738,191173.2022,52.19
13755,34883.26475,52.19
13758,16769.94202,52.19
13763,75554.68537,52.19
13768,53261.36548,52.19
13824,5420.19547,52.19
13839,71690.76633,52.19
13885,81126.64335,52.19
13903,21280.7101,52.19
13906,65243.65274,52.19
13921,25388.99355,52.19
13925,36431.11634,52.19
13929,11151.82632,52.19
13946,27610.28852,52.19
14017,16316.47409,52.19
14065,24027.45363,52.19
14066,18852.22194,52.19
14069,2696.507946,52.19
14139,30633.14028,52.19
14175,42228.73798,52.19
14178,9833.027005,52.19
14205,20909.63436,52.19
14226,37840.24213,52.19
14348,7803.090385,52.19
14364,50907.86984,52.19
14368,13506.63647,52.19
14375,14695.53207,52.19
14409,33819.45037,52.19
14437,27328.62836,52.19
14446,50310.34409,52.19
14455,38160.56432,52.19
14458,28211.00334,52.19
14518,14589.93965,52.19
14520,11946.95864,52.19
14546,40602.34427,52.19
14548,33704.23769,52.19
14552,14229.85164,52.19
14585,72501.97315,52.19
14598,12141.5383,52.19
14630,17999.70652,52.19
14631,11399.25141,52.19
14644,13237.6693,52.19
14679,6008.985271,52.19
14722,36791.90509,52.19
14725,46118.65419,52.19
14730,46004.60771,52.19
14757,9564.236695,52.19
14895,8761.892355,52.19
14897,54438.23568,52.19
14912,56056.45818,52.19
14944,28374.25629,52.19
15026,42168.1154,52.19
15042,10741.85718,52.19
15054,141779.9303,52.19
15055,15170.02802,52.19
15057,8033.768562,52.19
15094,25093.00934,52.19
15098,7726.70548,52.19
15099,16904.49543,52.19
15122,78071.78704,52.19
15178,39825.85795,52.19
15202,4390.981818,52.19
15220,14819.51868,52.19
15232,10301.90008,52.19
15280,27286.47616,52.19
15292,13392.20062,52.19
15326,58554.21233,52.19
15337,13772.78267,52.19
15381,17522.5751,52.19
15408,37240.14998,52.19
15418,3575.857444,52.19
15423,7555.982861,52.19
15430,16520.94851,52.19
15458,46522.66741,52.19
15481,12452.348,52.19
15522,11827.02117,52.19
15537,93521.28701,52.19
15550,52479.06756,52.19
15555,4680.755986,52.19
15566,83435.72982,52.19
15568,9178.209906,52.19
15586,21181.89709,52.19
15695,10939.19123,52.19
15759,28429.27076,52.19
15761,37319.89315,52.19
15778,8503.504813,52.19
15808,29273.14994,52.19
15834,29100.38617,52.19
15915,167739.7659,52.19
15962,74155.46317,52.19
15967,202609.5318,52.19
15989,152471.7187,52.19
15991,34702.45433,52.19
16044,2417.181373,52.19
16079,47413.90694,52.19
16092,62883.17832,52.19
16182,32485.62879,52.19
16282,1232.343407,52.19
16290,34960.45286,52.19
16294,9673.722973,52.19
16323,1520.66929,52.19
16337,13762.58645,52.19
16368,23854.29363,52.19
16374,29815.26391,52.19
16377,5628.131071,52.19
16388,7113.387377,52.19
16535,25941.09006,52.19
16551,56430.95723,52.19
16576,41998.44758,52.19
16627,73585.06425,52.19
16667,11768.9856,52.19
16675,22760.37407,52.19
16686,74379.88735,52.19
16745,15775.30126,52.19
16777,13696.23893,52.19
16828,106718.4584,52.19
16832,10501.8741,52.19
16879,29016.54689,52.19
16901,5734.867745,52.19
16927,14551.14079,52.19
17005,13035.12852,52.19
17018,8962.207464,52.19
17073,84827.59338,52.19
17094,19431.64218,52.19
17148,8127.758316,52.19
17178,198484.5318,52.19
17266,30122.87734,52.19
17269,53656.24911,52.19
17302,16196.30241,52.19
