pipe_number,cost_GBP,execution_time_sec
3,17951.02305,63.914
27,5269.200061,63.914
30,8031.505868,63.914
40,7480.104883,63.914
45,4681.608498,63.914
52,3552.654058,63.914
70,25040.68297,63.914
93,41526.80526,63.914
112,34568.94804,63.914
117,2645.016197,63.914
127,8605.382224,63.914
136,45938.75329,63.914
142,231252.7131,63.914
146,4823.095985,63.914
160,18935.07322,63.914
168,56483.08089,63.914
170,27660.72949,63.914
173,7639.425421,63.914
190,25358.75091,63.914
195,7484.150284,63.914
223,28437.55455,63.914
227,43901.27734,63.914
252,51519.40602,63.914
259,24251.31928,63.914
275,5902.080708,63.914
279,37206.60522,63.914
284,2867.530219,63.914
301,44295.47163,63.914
308,369005.8853,63.914
349,25097.27034,63.914
351,89603.15445,63.914
359,10489.562,63.914
383,7598.900825,63.914
425,2349.655793,63.914
443,51160.31781,63.914
444,3098.113999,63.914
461,109985.4183,63.914
472,93385.13855,63.914
490,3218.100588,63.914
493,6901.537428,63.914
506,84825.7298,63.914
516,11058.23487,63.914
520,12337.3223,63.914
526,24736.31778,63.914
546,32453.22641,63.914
565,18089.68551,63.914
590,69503.83445,63.914
599,5355.567672,63.914
617,18636.54891,63.914
637,7330.267168,63.914
638,204085.2476,63.914
655,20762.38659,63.914
663,66009.87654,63.914
679,34857.35811,63.914
699,4298.981556,63.914
703,47718.07427,63.914
708,82419.57655,63.914
720,136470.2838,63.914
743,31444.28375,63.914
759,16959.66004,63.914
777,6046.740139,63.914
781,14219.54695,63.914
800,37795.92771,63.914
834,12284.19248,63.914
846,16959.64554,63.914
881,20421.85562,63.914
885,7399.439583,63.914
936,93577.61681,63.914
985,6620.936794,63.914
993,32493.01677,63.914
1009,7781.825407,63.914
1034,22027.93728,63.914
1043,9310.002851,63.914
1049,7447.94256,63.914
1058,14361.74668,63.914
1092,5706.301886,63.914
1103,2282.755514,63.914
1113,5120.316631,63.914
1124,3292.088125,63.914
1129,13937.88624,63.914
1167,45978.26728,63.914
1175,15197.83141,63.914
1180,4112.091801,63.914
1187,27444.32136,63.914
1188,85606.705,63.914
1203,40356.75231,63.914
1217,90257.46164,63.914
1224,41833.29,63.914
1228,29204.80142,63.914
1238,63599.7818,63.914
