pipe_number,cost_GBP,execution_time_sec
27,5269.200061,117
52,3552.654058,117
93,41526.80526,117
127,8605.382224,117
160,18935.07322,117
173,7639.425421,117
190,25358.75091,117
195,7484.150284,117
223,28437.55455,117
252,51519.40602,117
259,24251.31928,117
279,37206.60522,117
284,2867.530219,117
443,51160.31781,117
490,3218.100588,117
493,6901.537428,117
506,84825.7298,117
516,11058.23487,117
546,32453.22641,117
590,69503.83445,117
599,5355.567672,117
638,204085.2476,117
679,34857.35811,117
759,16959.66004,117
781,14219.54695,117
834,12284.19248,117
846,16959.64554,117
885,7399.439583,117
993,32493.01677,117
1009,7781.825407,117
1043,9310.002851,117
1092,5706.301886,117
1175,15197.83141,117
1187,27444.32136,117
1217,90257.46164,117
1224,41833.29,117
1228,29204.80142,117
1238,63599.7818,117
1266,2768.420765,117
1306,32846.00509,117
1314,54775.67102,117
1387,18779.06771,117
1422,23958.22802,117
1436,26840.87001,117
1585,7751.02089,117
1672,4921.458796,117
1691,25197.23422,117
1709,7749.75877,117
1719,54130.0699,117
1834,25850.63473,117
1863,163769.6987,117
1868,29059.95037,117
1884,19852.00845,117
1918,14315.04708,117
1922,203837.3707,117
1945,30190.91842,117
1993,14284.39567,117
2013,16895.33986,117
2069,4843.535234,117
2151,50075.24884,117
2179,19932.70409,117
2201,186403.9064,117
2237,32973.75303,117
2257,46044.14887,117
2319,443178.5862,117
2323,39586.31449,117
2330,9445.567618,117
2355,85138.31492,117
2370,122780.3107,117
2382,6121.783913,117
2390,9149.117455,117
2423,10111.0218,117
2460,86305.8759,117
2500,28452.49435,117
2549,3914.712694,117
2551,33286.68855,117
2586,13452.26882,117
2588,9705.955791,117
2608,318753.0752,117
2609,10047.23783,117
2663,5953.7096,117
2673,33157.14367,117
2750,15801.22972,117
2759,26093.10251,117
2773,8453.959875,117
2792,20142.51361,117
2798,26041.069,117
2802,56932.10988,117
2874,7121.461471,117
2941,17286.88261,117
2993,52320.64387,117
3016,122970.5182,117
3050,35427.80822,117
3072,5226.56243,117
3087,109969.3273,117
3121,24740.92888,117
3139,45107.28383,117
3226,59370.37043,117
3263,67886.13988,117
3278,58870.93227,117
3289,13752.60093,117
3297,46522.18911,117
3302,9210.133746,117
3532,5392.481112,117
3556,7983.225514,117
3622,19206.25638,117
3628,9835.519242,117
3633,1776.75964,117
3713,21097.17193,117
3763,21092.13422,117
3821,58192.37244,117
3874,11864.349,117
3943,17022.21355,117
3954,16954.39586,117
3982,9690.343496,117
3989,18704.19319,117
4063,29328.57932,117
4102,91828.53986,117
4127,5438.193761,117
4144,49541.69873,117
4155,7713.553426,117
4190,14376.78064,117
4229,12833.01676,117
4322,8457.051589,117
4407,70927.70473,117
4473,25280.42817,117
4595,2057.857709,117
4597,32889.82637,117
4641,111598.2223,117
4683,23880.3895,117
4692,62149.2065,117
4698,2568.154586,117
4700,742328.6062,117
4715,158924.5276,117
4795,40551.89581,117
4805,31906.5641,117
4865,11747.40234,117
4867,189576.4902,117
4954,6432.796887,117
4963,24079.12741,117
5025,23408.03941,117
5068,25153.85209,117
5140,9628.454188,117
5153,13434.11488,117
5181,10012.2639,117
5209,10662.82709,117
5239,31369.49862,117
5257,76020.70244,117
5271,30032.66098,117
5290,1478.514495,117
5374,73897.36929,117
5389,37713.28366,117
5405,127107.2796,117
5515,9863.845902,117
5597,13661.39395,117
5648,45255.95257,117
5681,11197.24197,117
5705,5790.444719,117
5743,5365.953506,117
5749,27090.17919,117
5788,7382.7476,117
5812,18455.70253,117
5815,337127.7004,117
5831,5621.313171,117
5909,26429.57359,117
5915,13789.82532,117
5952,103293.3517,117
5985,124221.3325,117
6001,91976.36482,117
6018,16955.70519,117
6084,14780.65172,117
6116,8314.877455,117
6130,15816.43308,117
6145,21781.54807,117
6190,21356.67053,117
6344,5595.563166,117
6359,7276.254686,117
6365,16396.47002,117
6396,14928.6869,117
6401,61452.52431,117
6450,8120.240374,117
6479,27976.81259,117
6495,13710.14591,117
6519,7941.172159,117
6525,8518.48606,117
6601,11128.61196,117
6650,3428.432017,117
6686,21441.48045,117
6732,107769.3139,117
6736,37478.23859,117
6757,56878.56397,117
6859,72268.8058,117
6903,12263.76722,117
6921,1922.347039,117
7008,5569.498773,117
7097,138309.5045,117
7158,6280.477326,117
7174,34413.7199,117
7182,6960.022247,117
7204,18156.64329,117
7245,7225.408923,117
7307,38562.11255,117
7312,7758.43089,117
7339,13746.06532,117
7351,57718.09131,117
7354,61513.60141,117
7393,10824.62278,117
7412,34714.0185,117
7426,6057.209659,117
7430,4225.968246,117
7466,74250.01467,117
7511,9435.302368,117
7547,6594.440724,117
7555,104744.249,117
7627,25898.49807,117
7698,9346.20249,117
7719,7331.484153,117
7771,54367.50353,117
7835,23299.84802,117
7965,36217.46244,117
7981,19575.74609,117
8006,49972.49125,117
8026,7858.65605,117
8041,8858.560102,117
8055,230963.3139,117
8145,17874.70258,117
8160,7708.96379,117
8252,362223.5467,117
8257,15266.23744,117
8354,52285.74424,117
8389,7401.401468,117
8402,32046.48062,117
8469,13944.89401,117
8485,12418.80294,117
8486,41290.32601,117
8531,7706.905232,117
8567,168765.4854,117
8590,14027.72524,117
8622,15667.04575,117
8640,120087.5565,117
8657,46035.22368,117
8665,43341.17459,117
8677,4471.323048,117
8705,15271.33134,117
8739,101258.6385,117
8748,8610.106632,117
8771,21722.75317,117
8779,3820.570843,117
8832,417570.7825,117
8838,85639.30053,117
8864,29999.0526,117
8893,7704.439282,117
8902,8899.314584,117
8909,182367.4276,117
8971,27271.32446,117
8980,6590.550595,117
9006,8951.354441,117
9093,47609.11739,117
9135,38702.1741,117
9323,18881.81903,117
