pipe_number,cost_GBP,execution_time_sec
183,32345.40981,3.403
232,25299.94903,3.403
261,47285.37586,3.403
304,47139.30564,3.403
317,147494.3374,3.403
332,116963.3324,3.403
376,4806.125388,3.403
378,407303.9011,3.403
491,13123.50571,3.403
527,69358.68076,3.403
592,433757.4888,3.403
631,151192.8344,3.403
645,143045.4692,3.403
818,108430.759,3.403
843,51229.97047,3.403
850,91538.04076,3.403
853,117595.4837,3.403
878,163866.6397,3.403
906,38047.42917,3.403
939,57304.43808,3.403
957,186403.0363,3.403
